Make,Model,Version,Price,Curr_Date,Cloth upholstery,Fuel consumption average,Co2 emissions average,Fuel range average,Engine Position / Location,Engine Capacity,Engine Size,Cylinder Layout,Cylinders,Power Max,Power Maximum Total,Power Peak Revs,Torque Max,Torque Max Total,Torque Peak Revs,Transmission type,ABS,Electronic brake distribution (EBD),Brake assist BASEBA,Alloy wheels rims,Front tyres,Rear tyres,Air conditioning,Power steering,Steering column adjustment (rake / tilt / height / up / down),Steering column adjustment (reach depth in out),On board computer multi information display,Bluetooth connectivity,Cd player,Auxiliary input,USB port,Power socket 12v,Central locking,Cup bottle holders,Electric windows,Electric adjust mirrors,Isofix child seat mountings,High level 3rd brake light,Metallic pearlescent paint,Date Range introduced SA,Intro Date,Model Intro Date,Emissions Tax (incl in price),Acceleration (0-100 Km/h),Maximum Top Speed,Driver airbag,Front passenger airbag,Airbag quantity,Safety rating overall Euroncap,Doors,Bodyshape,Fuel Type,Driven Wheels,Gear ratios quantity,Gearshift,Seats quantity,Length,Width excl mirrors / Incl mirrors,Wheel base,Ground clearance minimum maximum,Turning circle wheels body,Load volume capacity,Unladen tare kerb weight,Gross weight gvm,Towing capacity braked,Fuel tank capacity incl reserve,Warranty time years,Warranty distance,Serviceplan,Serviceplan time (years),Service plan distance,Service interval distance,Leather upholstery,Transmission name,Traction control,Stability control,Climate control / automatic air con,Multi function steering wheel controls,Cruise control,Voice control,Rain sensor auto wipers,Auto dim interior mirror,Daytime driving running lights,Light sensor auto on / off lights,Front fog lamp lights,Emergency brake hazard lights,Rear fog lamps,Camera for park distance control,Driver knee airbag,Front side airbags,Curtain airbags,Start Stop Button,Folding rear seat,Towing capacity unbraked,Charger,Load carrying capacity payload,Hybrid,Engine Auto Stop / Start,Driving mode switch (sport / comfort),Keyless access / start hands free,Electric Start,Lumbar support adjustment,Electric seat adjustment,Heated seats front,Head up display,Navigation,Heated exterior mirrors,Electric fold retractable mirrors,Xenon headlights,Difflock,Lowrange,Approach angle,Departure angle,Wading fording water crossing depth,Maintenance plan,Maintenance plan time (years),Maintenance plan distance,Sunroof,Panoramic roof,Park distance control pdc front,Park distance control pdc rear,Hill descent control / downhill brake control,Gear shift paddles,Limited slip diff,Electric seat adjustment memory,Ventilated seats front,Heated seats rear,Ventilated seats rear,Fuel consumption urban,Fuel consumption extra-urban,Tyre pressure sensor,Electronically adjustable suspension,Air suspension,Active adaptive cruise control,Multi disc cd player shuttle,TV,Electric tail gate boot lid,Rear side airbags,All wheel drive,Folding roof,Torque Overboost,Torque Overboost Peak Revs,Sports suspension,Service interval indicator,Service interval time,End Date,Lane change blind spot warning,Auto dim exterior mirrors,Tow bar trailer hitch,Passenger knee airbag,Directional turning headlights,Adaptive headlights (varying light distribution),Lane departure warning,High beam assist,Limited Edition,Run flat tyres,Night vision,Dry weight,Electric sliding doors
Ford,Ranger,3.2 4x4 XLS,437900,42572,TRUE,8.3 l/100km,218 g/km,964 Km,Front,3198 cc,3.2 l,Inline,5,147 Kw,147 Kw,3000 r/min,470 Nm,470 Nm,1500-2750 r/min,Manual,ABS,TRUE,,TRUE,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,TRUE,TRUE,TRUE,Front,Remote,TRUE,TRUE,TRUE,,TRUE,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,All,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1983 Kg,3200 Kg,3500 Kg,80 l,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,Opt,Opt,TRUE,Opt,TRUE,,TRUE,Opt Rear,,,,,,750 Kg,Turbocharger,1072 l,,,,,,Driver,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,Opt,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 double cab 4x4 XL-Plus,427900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,,265/65 R17,265/65 R17,TRUE,TRUE,1851 mm,,,,TRUE,TRUE,TRUE,Front + Rear,Remote,Front + Rear,Front + Rear,TRUE,Outer Rear,TRUE,Opt,2011-10-01,2015-10-01,,1117,N/a s,,TRUE,TRUE,6,,4,Pick-up - Double Cab,Diesel,All,6,Manual,5,5354 mm,1860-2163 mm,3220 mm,237 mm,12.7 m,,2054 Kg,3200 Kg,3500 Kg,80 l,,,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,,,750 Kg,Turbocharger,1001 l,,,,,,Driver,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 double cab 4x4 XL auto,426900,42572,TRUE,8.1 l/100km,214 g/km,988 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Automatic,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1851 mm,,,TRUE,,TRUE,TRUE,Front + Rear,Remote,Front,Front + Rear,TRUE,Outer Rear,,Opt,2011-10-01,2016-07-01,2016-07-01,6224,N/a s,,TRUE,TRUE,2,,4,Pick-up - Double Cab,Diesel,All,6,Automatic,5,5354 mm,1860-2163 mm,3220 mm,237 mm,12.7 m,,2054 Kg,3200 Kg,3500 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1001 l,,,,,,,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 4x4 XLS auto,426900,42572,TRUE,8.1 l/100km,214 g/km,988 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Automatic,ABS,TRUE,,TRUE,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,TRUE,TRUE,TRUE,Front,Remote,TRUE,TRUE,TRUE,,TRUE,Opt,2011-10-01,2016-07-01,2016-07-01,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,All,6,Automatic,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1999 Kg,3200 Kg,3500 Kg,80 l,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,Opt,Opt,TRUE,Opt,TRUE,,TRUE,Opt Rear,,,,,,750 Kg,Turbocharger,1056 l,,,,,,Driver,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,Opt,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 SuperCab Hi-Rider XLS auto,411900,42572,TRUE,7.5 l/100km,197 g/km,1067 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Automatic,ABS,TRUE,,TRUE,255/70 R16,255/70 R16,TRUE,TRUE,1810 mm,,,TRUE,TRUE,TRUE,TRUE,Front + Rear,Remote,TRUE,Front (rear Fixed),TRUE,,TRUE,Opt,2011-10-01,2016-07-01,2016-07-01,,N/a s,,TRUE,TRUE,6,,2+2,Pick-up - Extended Cab,Diesel,Rear,6,Automatic,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,2004 Kg,3200 Kg,3500 Kg,80 l,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,Opt,Opt,TRUE,Opt,TRUE,,TRUE,Opt Rear,,TRUE,TRUE,,,750 Kg,Turbocharger,1051 l,,,,,,Driver,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,Opt,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 double cab 4x4 XL,411900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1851 mm,,,TRUE,,TRUE,TRUE,Front + Rear,Remote,Front,Front + Rear,TRUE,Outer Rear,,Opt,2011-10-01,2015-10-01,2015-10-01,1117,N/a s,,TRUE,TRUE,2,,4,Pick-up - Double Cab,Diesel,All,6,Manual,5,5354 mm,1860-2163 mm,3220 mm,237 mm,12.7 m,,2054 Kg,3200 Kg,3500 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1083 l,,,,,,,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 4x4 XLS,411900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,TRUE,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,TRUE,TRUE,TRUE,Front,Remote,TRUE,TRUE,TRUE,,TRUE,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,All,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1999 Kg,3200 Kg,3500 Kg,80 l,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,Opt,Opt,TRUE,Opt,TRUE,,TRUE,Opt Rear,,,,,,750 Kg,Turbocharger,1056 l,,,,,,Driver,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,Opt,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 SuperCab 4x4 XL,396900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1810 mm,,,TRUE,,TRUE,TRUE,Front + Rear,Remote,TRUE,Front (rear Fixed),TRUE,,,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2+2,Pick-up - Extended Cab,Diesel,All,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1972 Kg,3200 Kg,3500 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1083 l,,,,,,,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,3.2 SuperCab Hi-Rider XLS,403900,42572,TRUE,8.2 l/100km,217 g/km,976 Km,Front,3198 cc,3.2 l,Inline,5,147 Kw,147 Kw,3000 r/min,470 Nm,470 Nm,1500-2750 r/min,Manual,ABS,TRUE,,TRUE,255/70 R16,255/70 R16,TRUE,TRUE,1810 mm,,,TRUE,TRUE,TRUE,TRUE,Front + Rear,Remote,TRUE,Front (rear Fixed),TRUE,,TRUE,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,6,,2+2,Pick-up - Extended Cab,Diesel,Rear,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,2101 Kg,3200 Kg,1800 Kg,80 l,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,Opt,Opt,TRUE,Opt,TRUE,,TRUE,Opt Rear,,TRUE,TRUE,,,750 Kg,Turbocharger,954 l,,,,,,Driver,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,Opt,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 double cab Hi-Rider XL auto,384900,42572,TRUE,7.5 l/100km,197 g/km,1067 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Automatic,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1851 mm,,,TRUE,,TRUE,TRUE,Front + Rear,Remote,Front,Front + Rear,TRUE,Outer Rear,,Opt,2011-10-01,2016-07-01,2016-07-01,3511,N/a s,,TRUE,TRUE,2,,4,Pick-up - Double Cab,Diesel,Rear,6,Automatic,5,5354 mm,1860-2163 mm,3220 mm,237 mm,12.7 m,,1963 Kg,3200 Kg,3500 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1092 l,,,,,,,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,3.2 Hi-Rider XLS,379900,42572,TRUE,8.2 l/100km,217 g/km,976 Km,Front,3198 cc,3.2 l,Inline,5,147 Kw,147 Kw,3000 r/min,470 Nm,470 Nm,1500-2750 r/min,Manual,ABS,TRUE,,TRUE,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,TRUE,TRUE,TRUE,Front,Remote,TRUE,TRUE,TRUE,,TRUE,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,Rear,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1889 Kg,3200 Kg,1800 Kg,80 l,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,Opt,Opt,TRUE,Opt,TRUE,,TRUE,Opt Rear,,,,,,750 Kg,Turbocharger,1166 l,,,,,,Driver,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,Opt,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 4x4 XL-Plus,372900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,,265/65 R17,265/65 R17,TRUE,TRUE,1806 mm,,,,TRUE,TRUE,TRUE,Front,Remote,TRUE,TRUE,TRUE,,TRUE,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,6,,2,Pick-up - Single Cab,Diesel,All,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,223 mm,12 m,,1999 Kg,3200 Kg,3500 Kg,80 l,,,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,,,TRUE,TRUE,,,750 Kg,Turbocharger,1056 l,,,,,,Driver,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 double cab Hi-Rider XL,369900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1851 mm,,,TRUE,,TRUE,TRUE,Front + Rear,Remote,Front,Front + Rear,TRUE,Outer Rear,,Opt,2011-10-01,2015-10-01,,1117,N/a s,,TRUE,TRUE,2,,4,Pick-up - Double Cab,Diesel,Rear,6,Manual,5,5354 mm,1860-2163 mm,3220 mm,237 mm,12.7 m,,1912 Kg,3200 Kg,1800 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1143 l,,,,,,,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 4x4 XL,359900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,,TRUE,TRUE,Front,Remote,,TRUE,TRUE,,,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,All,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,223 mm,12 m,,1999 Kg,3200 Kg,3500 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1056 l,,,,,,,,,,,,,,Rear,TRUE,25.5 degrees,21.8 degrees,800 mm,,,,,,,,TRUE,,,,,,,,,,,,,,,,,Part-time,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 SuperCab Hi-Rider XL auto,357900,42572,TRUE,7.5 l/100km,197 g/km,1067 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Automatic,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1810 mm,,,TRUE,,TRUE,TRUE,Front + Rear,Remote,TRUE,Front (rear Fixed),TRUE,,,Opt,2011-10-01,2016-07-01,2016-07-01,,N/a s,,TRUE,TRUE,2,,2+2,Pick-up - Extended Cab,Diesel,Rear,6,Automatic,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1944 Kg,3200 Kg,3500 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1111 l,,,,,,,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 Hi-Rider XLS,349900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,TRUE,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,TRUE,TRUE,TRUE,Front,Remote,TRUE,TRUE,TRUE,,TRUE,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,Rear,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1857 Kg,3200 Kg,1800 Kg,80 l,,,,,,,,,TRUE,TRUE,,TRUE,TRUE,TRUE,Opt,Opt,TRUE,Opt,TRUE,,TRUE,Opt Rear,,,,,,750 Kg,Turbocharger,1198 l,,,,,,Driver,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,Opt,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 SuperCab Hi-Rider XL,342900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1810 mm,,,TRUE,,TRUE,TRUE,Front + Rear,Remote,TRUE,Front (rear Fixed),TRUE,,,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2+2,Pick-up - Extended Cab,Diesel,Rear,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1944 Kg,3200 Kg,1800 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1111 l,,,,,,,,,,,,,,Opt Rear,,25.5 degrees,21.8 degrees,800 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 Hi-Rider XL auto,311900,42572,TRUE,7.5 l/100km,197 g/km,1067 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Automatic,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,,TRUE,TRUE,Front,Remote,,TRUE,TRUE,,,Opt,2011-10-01,2016-07-01,2016-07-01,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,Rear,6,Automatic,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1857 Kg,3200 Kg,3500 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1198 l,,,,,,,,,,,,,,,,25.5 degrees,21.8 degrees,800 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 double cab Hi-Rider,290900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,88 Kw,88 Kw,3700 r/min,285 Nm,285 Nm,1500-2300 r/min,Manual,(ABS),Opt,,,255/70 R16,255/70 R16,TRUE,TRUE,1851 mm,,,,,TRUE,,Front,Manual,,,,,,Opt,2011-10-01,2015-10-01,2015-10-01,1117,N/a s,,Opt,Opt,0 (opt 2),,4,Pick-up - Double Cab,Diesel,Rear,5,Manual,5,5354 mm,1860-2163 mm,3220 mm,237 mm,12.7 m,,2057 Kg,3200 Kg,1600 Kg,80 l,4,120000 Km,,,,20000,,,,,,,,,,,,,,,,,,,,,,750 Kg,Turbocharger,998 l,,,,,,,,,,,,,,,,25.5 degrees,21.8 degrees,600 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 Hi-Rider XL,296900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,118 Kw,118 Kw,3700 r/min,385 Nm,385 Nm,1500-2500 r/min,Manual,ABS,TRUE,,Opt,255/70 R16,255/70 R16,TRUE,TRUE,1806 mm,,,TRUE,,TRUE,TRUE,Front,Remote,,TRUE,TRUE,,,Opt,2011-10-01,2015-10-01,,,N/a s,,TRUE,TRUE,2,,2,Pick-up - Single Cab,Diesel,Rear,6,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1857 Kg,3200 Kg,1800 Kg,80 l,4,120000 Km,TRUE,5,100000,20000,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,750 Kg,Turbocharger,1198 l,,,,,,,,,,,,,,,,25.5 degrees,21.8 degrees,800 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2 SuperCab Hi-Rider,265900,42572,TRUE,6.9 l/100km,182 g/km,1159 Km,Front,2198 cc,2.2 l,Inline,4,88 Kw,88 Kw,3700 r/min,285 Nm,285 Nm,1500-2300 r/min,Manual,(ABS),Opt,,,255/70 R16,255/70 R16,Opt,TRUE,1810 mm,,,,,TRUE,,Front,Manual,,,,,,Opt,2011-10-01,2015-10-01,2015-10-01,,N/a s,,Opt,Opt,0 (opt 2),,2+2,Pick-up - Extended Cab,Diesel,Rear,5,Manual,2,5354 mm,1860-2163 mm,3220 mm,237 mm,12 m,,1913 Kg,3200 Kg,1600 Kg,80 l,4,120000 Km,,,,20000,,,,,,,,,,,,,,,,,,,,,,750 Kg,Turbocharger,1142 l,,,,,,,,,,,,,,,,25.5 degrees,21.8 degrees,600 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.2,234900,42572,TRUE,6.6 l/100km,172 g/km,1212 Km,Front,2198 cc,2.2 l,Inline,4,88 Kw,88 Kw,3700 r/min,285 Nm,285 Nm,1500-2300 r/min,Manual,(ABS),Opt,,,215/70 R16C,215/70 R16C,Opt,TRUE,1703 mm,,,,,TRUE,,Front,Manual,,,,,,Opt,2011-10-01,2015-10-01,,,N/a s,,Opt,Opt,0 (opt 2),,2,Pick-up - Single Cab,Diesel,Rear,5,Manual,3,5354 mm,1860-2163 mm,3220 mm,135 mm,12 m,,1782 Kg,2925 Kg,1500 Kg,80 l,4,120000 Km,,,,20000,,,,,,,,,,,,,,,,,,,,,,750 Kg,Turbocharger,998 l,,,,,,,,,,,,,,,,17.3 degrees,17.8 degrees,600 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Ranger,2.5,221900,42572,TRUE,10.8 l/100km,257 g/km,741 Km,Front,2488 cc,2.5 l,Inline,4,122 Kw,122 Kw,5500 r/min,226 Nm,226 Nm,4 500 r/min,Manual,(ABS),Opt,,,215/70 R16C,215/70 R16C,Opt,TRUE,1703 mm,,,,,TRUE,,Front,Manual,,,,,,Opt,2011-10-01,2015-10-01,,,N/a s,,Opt,Opt,0 (opt 2),,2,Pick-up - Single Cab,Petrol,Rear,5,Manual,3,5354 mm,1860-2163 mm,3220 mm,135 mm,12 m,,1670 Kg,2925 Kg,1500 Kg,80 l,4,120000 Km,,,,20000,,,,,,,,,,,,,,,,,,,,,,750 Kg,,1110 l,,,,,,,,,,,,,,,,17.3 degrees,17.8 degrees,600 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,
Ford,Fiesta,ST,317900,42572,TRUE,5.9 l/100km,138 g/km,712 Km,Front,1598 cc,1.6 l,Inline,4,134 Kw,134 Kw,5700 r/min,240 Nm,290 Nm,1600-5000 r/min,Manual,ABS,TRUE,TRUE,TRUE,205/40 R17,205/40 R17,TRUE,TRUE,1456 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Front + Rear,Keyless,TRUE,Front,TRUE,Outer Rear,TRUE,Opt,2008-10-01,2013-05-01,2013-05-01,2052,6.9 s,220 Km/h,TRUE,TRUE,7,5 (pre-2009 Rating System),3,Hatch,Petrol,Front,6,Manual,5,3975 mm,1709-1978 mm,2489 mm,,11.2 m,,1170 Kg,1575 Kg,,42 l,4,120 000 Km,TRUE,4,60000,20000,,Durashift,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,LED,TRUE,TRUE,Emergency-brake Flashing Hazard Lights,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,Turbocharger,,,,,TRUE,,,,,,,TRUE,Auto,,,,,,,,,,,,,Opt,,,,,,,,7.9 l/100km,4.8 l/100km,TRUE,,,,,,,,,,290 Nm,,TRUE,,,,,,,,,,,,,,,,
