Make,Model,Version,Price,Curr_Date,Cloth upholstery,Fuel consumption average,Co2 emissions average,Fuel range average,Engine Position / Location,Engine Capacity,Engine Size,Cylinder Layout,Cylinders,Power Max,Power Maximum Total,Power Peak Revs,Torque Max,Torque Max Total,Torque Peak Revs,Transmission type,ABS,Electronic brake distribution (EBD),Brake assist BASEBA,Alloy wheels rims,Front tyres,Rear tyres,Air conditioning,Power steering,Steering column adjustment (rake / tilt / height / up / down),Steering column adjustment (reach depth in out),On board computer multi information display,Bluetooth connectivity,Cd player,Auxiliary input,USB port,Power socket 12v,Central locking,Cup bottle holders,Electric windows,Electric adjust mirrors,Isofix child seat mountings,High level 3rd brake light,Metallic pearlescent paint,Date Range introduced SA,Intro Date,Model Intro Date,Emissions Tax (incl in price),Acceleration (0-100 Km/h),Maximum Top Speed,Driver airbag,Front passenger airbag,Airbag quantity,Safety rating overall Euroncap,Doors,Bodyshape,Fuel Type,Driven Wheels,Gear ratios quantity,Gearshift,Seats quantity,Length,Width excl mirrors / Incl mirrors,Wheel base,Ground clearance minimum maximum,Turning circle wheels body,Load volume capacity,Unladen tare kerb weight,Gross weight gvm,Towing capacity braked,Fuel tank capacity incl reserve,Warranty time years,Warranty distance,Serviceplan,Serviceplan time (years),Service plan distance,Service interval distance,Leather upholstery,Transmission name,Traction control,Stability control,Climate control / automatic air con,Multi function steering wheel controls,Cruise control,Voice control,Rain sensor auto wipers,Auto dim interior mirror,Daytime driving running lights,Light sensor auto on / off lights,Front fog lamp lights,Emergency brake hazard lights,Rear fog lamps,Camera for park distance control,Driver knee airbag,Front side airbags,Curtain airbags,Start Stop Button,Folding rear seat,Towing capacity unbraked,Charger,Load carrying capacity payload,Hybrid,Engine Auto Stop / Start,Driving mode switch (sport / comfort),Keyless access / start hands free,Electric Start,Lumbar support adjustment,Electric seat adjustment,Heated seats front,Head up display,Navigation,Heated exterior mirrors,Electric fold retractable mirrors,Xenon headlights,Difflock,Lowrange,Approach angle,Departure angle,Wading fording water crossing depth,Maintenance plan,Maintenance plan time (years),Maintenance plan distance,Sunroof,Panoramic roof,Park distance control pdc front,Park distance control pdc rear,Hill descent control / downhill brake control,Gear shift paddles,Limited slip diff,Electric seat adjustment memory,Ventilated seats front,Heated seats rear,Ventilated seats rear,Fuel consumption urban,Fuel consumption extra-urban,Tyre pressure sensor,Electronically adjustable suspension,Air suspension,Active adaptive cruise control,Multi disc cd player shuttle,TV,Electric tail gate boot lid,Rear side airbags,All wheel drive,Folding roof,Torque Overboost,Torque Overboost Peak Revs,Sports suspension,Service interval indicator,Service interval time,End Date,Lane change blind spot warning,Auto dim exterior mirrors,Tow bar trailer hitch,Passenger knee airbag,Directional turning headlights,Adaptive headlights (varying light distribution),Lane departure warning,High beam assist,Limited Edition,Run flat tyres,Night vision,Dry weight,Electric sliding doors
MINI,Hatch,Cooper Hatch 3-door,325000,42572,Std (opt Partial),4.7 l/100km,110 g/km,851 Km,Front,1499 cc,1.5 l,Inline,3,100 Kw,100 Kw,4500-6000 r/min,220 Nm,230 Nm,1250-4000 r/min,Manual,ABS,TRUE,TRUE,TRUE,195/55 R16 (opt 205/45 R17),195/55 R16 (opt 205/45 R17),TRUE,TRUE,1414 mm,TRUE,Opt,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front (rear Fixed),TRUE,Outer Rear,TRUE,Opt,2014-02-01,2014-02-01,2014-02-01,,7.9 s,210 Km/h,TRUE,TRUE,6,N/a,3,Hatch,Petrol,Front,6,Manual,4,3821 mm,1727-1932 mm,2495 mm,124 mm,10.8 m,211-731 l,1085 Kg,1565 Kg,,40 l,,,,,,,Opt Partial / Opt Partial Suede-cloth + Leather / Opt Leather,,TRUE,TRUE,Opt,TRUE,Std (opt Adaptive),Opt,TRUE,Opt,Std (opt LED),TRUE,Std (opt LED),Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,,Turbocharger,450 l,,,Opt,Keyless Start (opt Keyless Access),,,,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,Opt,,,,,,,,5.7 l/100km,3.8 l/100km,TRUE,Opt,,Opt,Opt,,,,,,230 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,TRUE,,,
MINI,Hatch,Cooper Hatch 5-door,335000,42572,Std (opt Partial),4.9 l/100km,114 g/km,816 Km,Front,1499 cc,1.5 l,Inline,3,100 Kw,100 Kw,4500-6000 r/min,220 Nm,230 Nm,1250-4000 r/min,Manual,ABS,TRUE,TRUE,TRUE,195/55 R16 (opt 205/45 R17),195/55 R16 (opt 205/45 R17),TRUE,TRUE,1425 mm,TRUE,Opt,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Outer Rear,TRUE,Opt,2014-02-01,2014-09-01,2014-09-01,,8.2 s,207 Km/h,TRUE,TRUE,6,N/a,5,Hatch,Petrol,Front,6,Manual,5,3982 mm,1727-1932 mm,2567 mm,146 mm,11 m,278-719 l,1145 Kg,1670 Kg,,40 l,,,,,,,Opt Partial / Opt Partial Suede-cloth + Leather / Opt Leather,,TRUE,TRUE,Opt,TRUE,Std (opt Adaptive),Opt,TRUE,Opt,Std (opt LED),TRUE,Std (opt LED),Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,,Turbocharger,,,,Opt,Keyless Start (opt Keyless Access),,,,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,Opt,,,,,,,,5.9 l/100km,4.1 l/100km,TRUE,Opt,,Opt,Opt,,,,,,230 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,TRUE,,,
MINI,Hatch,One Hatch 5-door auto,300000,42572,Std (opt Partial),5.1 l/100km,119 g/km,784 Km,Front,1198 cc,1.2 l,Inline,3,75 Kw,75 Kw,4000 r/min,180 Nm,180 Nm,1400 r/min,Automatic,ABS,TRUE,TRUE,TRUE,175/65 R15,175/65 R15,TRUE,TRUE,1425 mm,TRUE,Opt,Opt,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Opt Outer Rear,TRUE,Opt,2014-02-01,2016-03-01,2016-03-01,,10.5 s,192 Km/h,TRUE,TRUE,6,N/a,5,Hatch,Petrol,Front,6,Automatic,5,3982 mm,1727-1932 mm,2567 mm,146 mm,11 m,278-719 l,1170 Kg,1705 Kg,,40 l,,,,,,,Opt Partial,Steptronic,TRUE,TRUE,Opt,Opt,Opt / Opt Adaptive,Opt,Opt,Opt,Std (opt LED),Opt,Opt / Opt LED,Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,,Turbocharger,,,,Opt,Keyless Start (opt Keyless Access),,,,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,Opt,,,,,,,,,,TRUE,Opt,,Opt,Opt,,,,,,180 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,,,,
MINI,Hatch,One Hatch 3-door auto,290000,42572,Std (opt Partial),5.0 l/100km,117 g/km,800 Km,Front,1198 cc,1.2 l,Inline,3,75 Kw,75 Kw,4000 r/min,180 Nm,180 Nm,1400 r/min,Automatic,ABS,TRUE,TRUE,TRUE,175/65 R15,175/65 R15,TRUE,TRUE,1414 mm,TRUE,Opt,Opt,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front (rear Fixed),TRUE,Opt Outer Rear,TRUE,Opt,2014-02-01,2016-03-01,2016-03-01,,10.2 s,195 Km/h,TRUE,TRUE,6,N/a,3,Hatch,Petrol,Front,6,Automatic,4,3821 mm,1727-1932 mm,2495 mm,143 mm,10.8 m,211-731 l,1110 Kg,1595 Kg,,40 l,,,,,,,Opt Partial,Steptronic,TRUE,TRUE,Opt,Opt,Opt / Opt Adaptive,Opt,Opt,Opt,Std (opt LED),Opt,Opt / Opt LED,Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,,Turbocharger,,,,Opt,Keyless Start (opt Keyless Access),,,,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,Opt,,,,,,,,,,TRUE,Opt,,Opt,Opt,,,,,,180 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,,,,
MINI,Hatch,One Hatch 5-door,282000,42572,Std (opt Partial),5.0 l/100km,117 g/km,800 Km,Front,1198 cc,1.2 l,Inline,3,75 Kw,75 Kw,4000 r/min,180 Nm,180 Nm,1400 r/min,Manual,ABS,TRUE,TRUE,TRUE,175/65 R15,175/65 R15,TRUE,TRUE,1425 mm,TRUE,Opt,Opt,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Opt Outer Rear,TRUE,Opt,2014-02-01,2015-06-01,2015-06-01,,10.1 s,192 Km/h,TRUE,TRUE,6,N/a,5,Hatch,Petrol,Front,6,Manual,5,3982 mm,1727-1932 mm,2567 mm,146 mm,11 m,278-719 l,1145 Kg,1680 Kg,,40 l,,,,,,,Opt Partial,,TRUE,TRUE,Opt,Opt,Opt / Opt Adaptive,Opt,Opt,Opt,Std (opt LED),Opt,Opt / Opt LED,Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,,Turbocharger,,,,Opt,Keyless Start (opt Keyless Access),,,,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,Opt,,,,,,,,5.9 l/100km,4.2 l/100km,TRUE,Opt,,Opt,Opt,,,,,,180 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,,,,
MINI,Hatch,One Hatch 3-door,272000,42572,Std (opt Partial),4.9 l/100km,113 g/km,816 Km,Front,1198 cc,1.2 l,Inline,3,75 Kw,75 Kw,4000 r/min,180 Nm,180 Nm,1400 r/min,Manual,ABS,TRUE,TRUE,TRUE,175/65 R15,175/65 R15,TRUE,TRUE,1414 mm,TRUE,Opt,Opt,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front (rear Fixed),TRUE,Opt Outer Rear,TRUE,Opt,2014-02-01,2015-06-01,2015-06-01,,9.9 s,195 Km/h,TRUE,TRUE,6,N/a,3,Hatch,Petrol,Front,6,Manual,4,3821 mm,1727-1932 mm,2495 mm,124 mm,10.8 m,211-731 l,1085 Kg,1570 Kg,,40 l,,,,,,,Opt Partial,,TRUE,TRUE,Opt,Opt,Opt / Opt Adaptive,Opt,Opt,Opt,Std (opt LED),Opt,Opt / Opt LED,Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,,Turbocharger,,,,Opt,Keyless Start (opt Keyless Access),,,,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,Opt,,,,,,,,5.7 l/100km,4.0 l/100km,TRUE,Opt,,Opt,Opt,,,,,,180 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,,,,
MINI,Clubman,Cooper S sports-auto,459052,42572,Partial,5.9 l/100km,138 g/km,814 Km,Front,1998 cc,2.0 l,Inline,4,141 Kw,141 Kw,5000 r/min,280 Nm,300 Nm,1250 r/min,Automatic,ABS,TRUE,TRUE,TRUE,225/45 R17 (opt 225/40 R18 / Opt 225/35 R19),225/45 R17 (opt 225/40 R18 / Opt 225/35 R19),TRUE,TRUE,1441 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Outer Rear,TRUE,Opt,2016-02-01,2016-02-01,2016-02-01,2052,7.1 s,228 Km/h,TRUE,TRUE,6,N/a,6,Estate,Petrol,Front,8,Automatic,5,4253 mm,1800 mm,2670 mm,141 mm,11.3 m,360-1250 l,1390 Kg,1960 Kg,,48 l,,,,,,,Partial (opt Partial Suede-cloth + Leather / Opt Leather),Sports Steptronic,TRUE,TRUE,TRUE,TRUE,Std (opt Adaptive),Opt,TRUE,TRUE,LED,TRUE,LED,Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,1050 Kg,Turbocharger,530 l,,TRUE,TRUE,Keyless Start (opt Keyless Access),,Opt Front Electric,Opt Front,Opt,Opt,Opt,Opt,Opt,LED (opt Adaptive LED),Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,TRUE,,TRUE,,Opt Driver,,,,7.3 l/100km,5.2 l/100km,Opt,Opt,,Opt,Opt,,,,,,300 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,TRUE,,,
MINI,Clubman,Cooper S auto,449052,42572,Partial,5.9 l/100km,138 g/km,814 Km,Front,1998 cc,2.0 l,Inline,4,141 Kw,141 Kw,5000 r/min,280 Nm,300 Nm,1250 r/min,Automatic,ABS,TRUE,TRUE,TRUE,225/45 R17 (opt 225/40 R18 / Opt 225/35 R19),225/45 R17 (opt 225/40 R18 / Opt 225/35 R19),TRUE,TRUE,1441 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Outer Rear,TRUE,Opt,2016-02-01,2016-02-01,2016-02-01,2052,7.1 s,228 Km/h,TRUE,TRUE,6,N/a,6,Estate,Petrol,Front,8,Automatic,5,4253 mm,1800 mm,2670 mm,141 mm,11.3 m,360-1250 l,1390 Kg,1960 Kg,,48 l,,,,,,,Partial (opt Partial Suede-cloth + Leather / Opt Leather),Steptronic,TRUE,TRUE,TRUE,TRUE,Std (opt Adaptive),Opt,TRUE,TRUE,LED,TRUE,LED,Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,1050 Kg,Turbocharger,530 l,,TRUE,TRUE,Keyless Start (opt Keyless Access),,Opt Front Electric,Opt Front,Opt,Opt,Opt,Opt,Opt,LED (opt Adaptive LED),Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,TRUE,,,,Opt Driver,,,,7.3 l/100km,5.2 l/100km,Opt,Opt,,Opt,Opt,,,,,,300 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,TRUE,,,
MINI,Clubman,Cooper S,430692,42572,Partial,6.4 l/100km,148 g/km,750 Km,Front,1998 cc,2.0 l,Inline,4,141 Kw,141 Kw,5000 r/min,280 Nm,300 Nm,1250 r/min,Manual,ABS,TRUE,TRUE,TRUE,225/45 R17 (opt 225/40 R18 / Opt 225/35 R19),225/45 R17 (opt 225/40 R18 / Opt 225/35 R19),TRUE,TRUE,1441 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Outer Rear,TRUE,Opt,2016-02-01,2016-02-01,2016-02-01,3192,7.2 s,228 Km/h,TRUE,TRUE,6,N/a,6,Estate,Petrol,Front,6,Manual,5,4253 mm,1800 mm,2670 mm,141 mm,11.3 m,360-1250 l,1360 Kg,1930 Kg,,48 l,,,,,,,Partial (opt Partial Suede-cloth + Leather / Opt Leather),,TRUE,TRUE,TRUE,TRUE,Std (opt Adaptive),Opt,TRUE,TRUE,LED,TRUE,LED,Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,1020 Kg,Turbocharger,530 l,,TRUE,TRUE,Keyless Start (opt Keyless Access),,Opt Front Electric,Opt Front,Opt,Opt,Opt,Opt,Opt,LED (opt Adaptive LED),Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,TRUE,,,,Opt Driver,,,,8.0 l/100km,5.4 l/100km,Opt,Opt,,Opt,Opt,,,,,,300 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,TRUE,,,
MINI,Clubman,Cooper auto,371570,42572,Std (opt Partial),5.4 l/100km,125 g/km,889 Km,Front,1499 cc,1.5 l,Inline,3,100 Kw,100 Kw,4400 r/min,220 Nm,230 Nm,1250 r/min,Automatic,ABS,TRUE,TRUE,TRUE,205/55 R16 (opt 225/45 R17 / Opt 225/40 R18),205/55 R16 (opt 225/45 R17 / Opt 225/40 R18),TRUE,TRUE,1441 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Outer Rear,TRUE,Opt,2016-02-01,2016-02-01,2016-02-01,570,9.1 s,205 Km/h,TRUE,TRUE,6,N/a,6,Estate,Petrol,Front,6,Automatic,5,4253 mm,1800 mm,2670 mm,141 mm,11.3 m,360-1250 l,1320 Kg,1890 Kg,,48 l,,,,,,,Opt Partial / Opt Leather,Steptronic,TRUE,TRUE,Opt,TRUE,Std (opt Adaptive),Opt,TRUE,Opt,Std (opt LED),TRUE,Std (opt LED),Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,995 Kg,Turbocharger,530 l,,TRUE,Opt,Keyless Start (opt Keyless Access),,Opt Front Electric,Opt Front,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,TRUE,,,,Opt Driver,,,,6.3 l/100km,4.8 l/100km,Opt,Opt,,Opt,Opt,,,,,,230 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,TRUE,,,
MINI,Clubman,Cooper,353570,42572,Std (opt Partial),5.4 l/100km,125 g/km,889 Km,Front,1499 cc,1.5 l,Inline,3,100 Kw,100 Kw,4400 r/min,220 Nm,230 Nm,1250 r/min,Manual,ABS,TRUE,TRUE,TRUE,205/55 R16 (opt 225/45 R17 / Opt 225/40 R18),205/55 R16 (opt 225/45 R17 / Opt 225/40 R18),TRUE,TRUE,1441 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,Front + Rear,TRUE,Outer Rear,TRUE,Opt,2016-02-01,2016-02-01,2016-02-01,570,9.1 s,205 Km/h,TRUE,TRUE,6,N/a,6,Estate,Petrol,Front,6,Manual,5,4253 mm,1800 mm,2670 mm,141 mm,11.3 m,360-1250 l,1300 Kg,1870 Kg,,48 l,,,,,,,Opt Partial / Opt Leather,,TRUE,TRUE,Opt,TRUE,Std (opt Adaptive),Opt,TRUE,Opt,Std (opt LED),TRUE,Std (opt LED),Emergency-brake Flashing Brake Lights,TRUE,Opt Rear,,TRUE,TRUE,Switch,TRUE,975 Kg,Turbocharger,530 l,,TRUE,Opt,Keyless Start (opt Keyless Access),,Opt Front Electric,Opt Front,Opt,Opt,Opt,Opt,Opt,Opt LED / Opt Adaptive LED,Front Electronic,,,,,,,,Opt Panoramic,Opt,Opt,TRUE,,,,Opt Driver,,,,6.5 l/100km,4.7 l/100km,Opt,Opt,,Opt,Opt,,,,,,230 Nm,,Opt,,,,,Opt,,,Opt,Opt,,Opt,,TRUE,,,
MINI,Countryman,John Cooper Works ALL4 Countryman auto,539322,42572,,8.3 l/100km,193 g/km,566 Km,Front,1598 cc,1.6 l,Inline,4,160 Kw,160 Kw,6000 r/min,280 Nm,300 Nm,1900-5000 r/min,Automatic,ABS,TRUE,TRUE,TRUE,225/45 R18 (opt 225/40 R19),225/45 R18 (opt 225/40 R19),TRUE,TRUE,1535 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,TRUE,TRUE,,TRUE,Opt,2010-09-01,2014-07-01,,8322,7.0 s,223 Km/h,TRUE,TRUE,6,5,5,SUV,Petrol,All,6,Automatic,5,4133 mm,1789-1996 mm,2595 mm,147 mm,10.7 m,350-450-1170 l,1400 Kg,1940 Kg,,47 l,,,,,,,TRUE,Steptronic,TRUE,TRUE,TRUE,TRUE,TRUE,Opt,TRUE,Opt,,TRUE,LED,,TRUE,,,TRUE,TRUE,Button,TRUE,,Turbocharger,510 l,,,,Opt,,,,Opt,,Opt,TRUE,Opt,Opt,Front Electronic,,,,,,,,Opt Panoramic,Opt,,Opt,,TRUE,,,,,,11.3 l/100km,6.6 l/100km,TRUE,,,,Opt,,,,,,300 Nm,2 100 - 4 500 r/min,TRUE,,,,,Opt,,,Opt,Opt,,,,TRUE,,,
MINI,Countryman,John Cooper Works ALL4 Countryman,520524,42572,,8.0 l/100km,186 g/km,588 Km,Front,1598 cc,1.6 l,Inline,4,160 Kw,160 Kw,6000 r/min,280 Nm,300 Nm,1900-5000 r/min,Manual,ABS,TRUE,TRUE,TRUE,225/45 R18 (opt 225/40 R19),225/45 R18 (opt 225/40 R19),TRUE,TRUE,1535 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,TRUE,TRUE,,TRUE,Opt,2010-09-01,2014-07-01,,7524,7.0 s,225 Km/h,TRUE,TRUE,6,5,5,SUV,Petrol,All,6,Manual,5,4133 mm,1789-1996 mm,2595 mm,147 mm,10.7 m,350-450-1170 l,1375 Kg,1915 Kg,,47 l,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,Opt,TRUE,Opt,,TRUE,LED,,TRUE,,,TRUE,TRUE,Button,TRUE,,Turbocharger,510 l,,,,Opt,,,,Opt,,Opt,TRUE,Opt,Opt,Front Electronic,,,,,,,,Opt Panoramic,Opt,,Opt,,,,,,,,10.6 l/100km,6.5 l/100km,TRUE,,,,Opt,,,,,,300 Nm,2 100 - 4 500 r/min,TRUE,,,,,Opt,,,Opt,Opt,,,,TRUE,,,
MINI,Countryman,Cooper S Countryman auto,442770,42572,,7.5 l/100km,175 g/km,627 Km,Front,1598 cc,1.6 l,Inline,4,140 Kw,140 Kw,5500 r/min,240 Nm,260 Nm,1600-5000 r/min,Automatic,ABS,TRUE,TRUE,TRUE,225/45 R18,225/45 R18,TRUE,TRUE,1547 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,TRUE,TRUE,,TRUE,Opt,2010-09-01,2014-07-01,,6270,7.8 s,212 Km/h,TRUE,TRUE,6,5,5,SUV,Petrol,Front,6,Automatic,5,4109 mm,1789-1996 mm,2595 mm,165 mm,10.7 m,350-450-1170 l,1305 Kg,1845 Kg,,47 l,,,,,,,TRUE,Steptronic,TRUE,TRUE,TRUE,TRUE,TRUE,Opt,TRUE,Opt,,TRUE,LED,,TRUE,,,TRUE,TRUE,Button,TRUE,,Turbocharger,470 l,,,,Opt,,,,Opt,,Opt,TRUE,Opt,Opt,,,,,,,,,Opt Panoramic,Opt,,Opt,,Opt,,,,,,10.1 l/100km,6.0 l/100km,TRUE,,,,Opt,,,,,,260 Nm,1 700 - 4 500 r/min,Opt,,,,,Opt,,,Opt,Opt,,,,TRUE,,,
MINI,Countryman,Cooper S Countryman,422376,42572,,6.6 l/100km,154 g/km,712 Km,Front,1598 cc,1.6 l,Inline,4,140 Kw,140 Kw,5500 r/min,240 Nm,260 Nm,1600-5000 r/min,Manual,ABS,TRUE,TRUE,TRUE,225/45 R18,225/45 R18,TRUE,TRUE,1547 mm,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,Remote (opt Keyless),Front + Rear,TRUE,TRUE,,TRUE,Opt,2010-09-01,2014-07-01,,3876,7.5 s,216 Km/h,TRUE,TRUE,6,5,5,SUV,Petrol,Front,6,Manual,5,4109 mm,1789-1996 mm,2595 mm,165 mm,10.7 m,350-450-1170 l,1280 Kg,1820 Kg,,47 l,,,,,,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,Opt,TRUE,Opt,,TRUE,LED,,TRUE,,,TRUE,TRUE,Button,TRUE,,Turbocharger,470 l,,,,Opt,,,,Opt,,Opt,TRUE,Opt,Opt,,,,,,,,,Opt Panoramic,Opt,,Opt,,,,,,,,8.3 l/100km,5.6 l/100km,TRUE,,,,Opt,,,,,,260 Nm,1 700 - 4 500 r/min,Opt,,,,,Opt,,,Opt,Opt,,,,TRUE,,,
MINI,Countryman,Cooper Countryman auto,380498,42572,Partial,7.6 l/100km,177 g/km,618 Km,Front,1598 cc,1.6 l,Inline,4,90 Kw,90 Kw,6000 r/min,160 Nm,160 Nm,4250 r/min,Automatic,ABS,TRUE,TRUE,TRUE,205/55 R17 (opt 225/45 R18),205/55 R17 (opt 225/45 R18),TRUE,TRUE,1547 mm,TRUE,Opt,Opt,TRUE,TRUE,Opt,,Remote (opt Keyless),Front + Rear,TRUE,TRUE,,TRUE,Opt,2010-09-01,2014-07-01,,6498,11.6 s,182 Km/h,TRUE,TRUE,6,5,5,SUV,Petrol,Front,6,Automatic,5,4097 mm,1789-1996 mm,2595 mm,160 mm,10.7 m,350-450-1170 l,1265 Kg,1805 Kg,,47 l,,,,,,,Partial (opt Leather),Steptronic,TRUE,TRUE,,TRUE,TRUE,Opt,TRUE,Opt,,TRUE,LED,,TRUE,,,TRUE,TRUE,Button,TRUE,,,470 l,,,,Opt,,,,Opt,,Opt,TRUE,Opt,Opt,,,,,,,,,Opt Panoramic,Opt,,Opt,,Opt,,,,,,9.9 l/100km,6.3 l/100km,TRUE,,,,Opt,,,,,,,,Opt,,,,,Opt,Opt,,Opt,Opt,,,,TRUE,,,
MINI,Countryman,Cooper Countryman,359648,42572,Partial,6.5 l/100km,152 g/km,723 Km,Front,1598 cc,1.6 l,Inline,4,90 Kw,90 Kw,6000 r/min,160 Nm,160 Nm,4250 r/min,Manual,ABS,TRUE,TRUE,TRUE,205/55 R17 (opt 225/45 R18),205/55 R17 (opt 225/45 R18),TRUE,TRUE,1547 mm,TRUE,Opt,Opt,TRUE,TRUE,Opt,,Remote (opt Keyless),Front + Rear,TRUE,TRUE,,TRUE,Opt,2010-09-01,2014-07-01,,3648,10.5 s,190 Km/h,TRUE,TRUE,6,5,5,SUV,Petrol,Front,6,Manual,5,4097 mm,1789-1996 mm,2595 mm,160 mm,10.7 m,350-450-1170 l,1235 Kg,1775 Kg,,47 l,,,,,,,Partial (opt Leather),,TRUE,TRUE,,TRUE,TRUE,Opt,TRUE,Opt,,TRUE,LED,,TRUE,,,TRUE,TRUE,Button,TRUE,,,470 l,,,,Opt,,,,Opt,,Opt,TRUE,Opt,Opt,,,,,,,,,Opt Panoramic,Opt,,Opt,,,,,,,,8.3 l/100km,5.5 l/100km,TRUE,,,,Opt,,,,,,,,Opt,,,,,Opt,,,Opt,Opt,,,,TRUE,,,
