files,curr_date,version,file_urls,make,model
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S-auto_MINIClub3e4v.jpg', 'path': 'full/cbd52aafad219d5f8ae8a7e0a7ee731ada77aa0b.jpg', 'checksum': 'd1bc6e8d835339759ef10fb237326b72'}]",2016/08/07,"
            Cooper S auto    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S-auto_MINIClub3e4v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S-auto_MINIClub3e4_2v.jpg', 'path': 'full/ba9cb03fd2d78b60809dd6da36747f7041148b83.jpg', 'checksum': '09613e659e651d7e8fad918291202997'}]",2016/08/07,"
            Cooper S auto    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S-auto_MINIClub3e4_2v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S-auto_MINIClub3e4_3v.jpg', 'path': 'full/912e6e0ac612d685fa7b3a30e51f2dc175f9414f.jpg', 'checksum': 'f66d3847d721c4dee4649bfa3af08595'}]",2016/08/07,"
            Cooper S auto    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S-auto_MINIClub3e4_3v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S_MINIClub3e3v.jpg', 'path': 'full/49e1c3475806a4b3df540ddf968f4d2137054de2.jpg', 'checksum': 'd1bc6e8d835339759ef10fb237326b72'}]",2016/08/07,"
            Cooper S    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S_MINIClub3e3v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S_MINIClub3e3_2v.jpg', 'path': 'full/66d045b6d3366ae4c1fcb1f87bbfe8d1b3ab77bc.jpg', 'checksum': '09613e659e651d7e8fad918291202997'}]",2016/08/07,"
            Cooper S    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S_MINIClub3e3_2v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S_MINIClub3e3_3v.jpg', 'path': 'full/5f493f4302ba8dc1861a25c34194cae90eb28bdd.jpg', 'checksum': 'f66d3847d721c4dee4649bfa3af08595'}]",2016/08/07,"
            Cooper S    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-S_MINIClub3e3_3v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-auto_MINIClub3e2v.jpg', 'path': 'full/310b786b489885bcffc892e5569bc6804fc21498.jpg', 'checksum': '16f7ae51ce732dff6594f1e99cfd835d'}]",2016/08/07,"
            Cooper auto    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-auto_MINIClub3e2v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-auto_MINIClub3e2_2v.jpg', 'path': 'full/dbc9e1ed345351863b6902c4a59b3e89ae93a5c3.jpg', 'checksum': '7bf5b30afb99b1493bc9876dded0d048'}]",2016/08/07,"
            Cooper auto    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-auto_MINIClub3e2_2v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-auto_MINIClub3e2_3v.jpg', 'path': 'full/eb12e488dfed1ca9dcd043c9871d3952c8f3ddb5.jpg', 'checksum': 'a7c36785fef6ae62fd17b4c579a09dc1'}]",2016/08/07,"
            Cooper auto    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper-auto_MINIClub3e2_3v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper_MINIClub3e1v.jpg', 'path': 'full/7e1ad25eab8398cd9af22655eb9b318d4f5ca802.jpg', 'checksum': '16f7ae51ce732dff6594f1e99cfd835d'}]",2016/08/07,"
            Cooper    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper_MINIClub3e1v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper_MINIClub3e1_2v.jpg', 'path': 'full/147705bfc43a2d37eda7ab63c9f0268fdc54fdd8.jpg', 'checksum': '7bf5b30afb99b1493bc9876dded0d048'}]",2016/08/07,"
            Cooper    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper_MINIClub3e1_2v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper_MINIClub3e1_3v.jpg', 'path': 'full/56df44c9b8dc924a2268ded399046833df5200e9.jpg', 'checksum': 'a7c36785fef6ae62fd17b4c579a09dc1'}]",2016/08/07,"
            Cooper    ",http://www.cars.co.za/carimages_gen/MINI-Clubman/MINI-Clubman-Cooper_MINIClub3e1_3v.jpg,MINI,Clubman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman-auto_MINICoun1fe6v.jpg', 'path': 'full/70259f7dfc5afa09e12ddd8eb73a3d67c0f5f9b7.jpg', 'checksum': 'fcc2ff694dd364b56dd305c685f2ea33'}]",2016/08/07,"
            John Cooper Works ALL4 Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman-auto_MINICoun1fe6v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman-auto_MINICoun1fe6_2v.jpg', 'path': 'full/2f20f68fa8c6c4373709e1157b5edb9c38483ff5.jpg', 'checksum': '7297afac981e3024d6c3c3eef120ce76'}]",2016/08/07,"
            John Cooper Works ALL4 Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman-auto_MINICoun1fe6_2v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman-auto_MINICoun1fe6_3v.jpg', 'path': 'full/497a3ea28902468b82a680ea89055d8f3405a76d.jpg', 'checksum': '4479a30d89b55dac0cae0d48d73f440b'}]",2016/08/07,"
            John Cooper Works ALL4 Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman-auto_MINICoun1fe6_3v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman_MINICoun1fe5v.jpg', 'path': 'full/67b18f4a39958d24674c7afa154728c063d35593.jpg', 'checksum': 'fcc2ff694dd364b56dd305c685f2ea33'}]",2016/08/07,"
            John Cooper Works ALL4 Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman_MINICoun1fe5v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman_MINICoun1fe5_2v.jpg', 'path': 'full/4b1ede0536105af5121e44b12cc33226518846fd.jpg', 'checksum': '7297afac981e3024d6c3c3eef120ce76'}]",2016/08/07,"
            John Cooper Works ALL4 Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman_MINICoun1fe5_2v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman_MINICoun1fe5_3v.jpg', 'path': 'full/dd1a8d1ab1bced76e0da2b324d21268375ebaa6b.jpg', 'checksum': '4479a30d89b55dac0cae0d48d73f440b'}]",2016/08/07,"
            John Cooper Works ALL4 Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-John-Cooper-Works-ALL4-Countryman_MINICoun1fe5_3v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman-auto_MINICoun1fe4v.jpg', 'path': 'full/65860c9720f96bcdd513ab9ea443c23edb1c77ac.jpg', 'checksum': '5152234c48dc4c3cc91f411867aff485'}]",2016/08/07,"
            Cooper S Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman-auto_MINICoun1fe4v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman-auto_MINICoun1fe4_2v.jpg', 'path': 'full/89017ec02f287265fffba1b3273ee5077e3bad36.jpg', 'checksum': '8e364cdbc053a45eb3e3bfb995ae2e1f'}]",2016/08/07,"
            Cooper S Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman-auto_MINICoun1fe4_2v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman-auto_MINICoun1fe4_3v.jpg', 'path': 'full/6fb50a214d4474589efacb4b73d7f3eb750a45fc.jpg', 'checksum': '703ebec25744aa71be4b7cdf33a7dec7'}]",2016/08/07,"
            Cooper S Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman-auto_MINICoun1fe4_3v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman_MINICoun1fe3v.jpg', 'path': 'full/dd31cf91d1d1955c6e5ade897b6f119ab3eede60.jpg', 'checksum': '5152234c48dc4c3cc91f411867aff485'}]",2016/08/07,"
            Cooper S Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman_MINICoun1fe3v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman_MINICoun1fe3_2v.jpg', 'path': 'full/9380b0eb0ee143a543d24133f74fe36e8c293b27.jpg', 'checksum': '8e364cdbc053a45eb3e3bfb995ae2e1f'}]",2016/08/07,"
            Cooper S Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman_MINICoun1fe3_2v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman_MINICoun1fe3_3v.jpg', 'path': 'full/1ce0bac05b1255386370d44effae8cb6bf55364a.jpg', 'checksum': '703ebec25744aa71be4b7cdf33a7dec7'}]",2016/08/07,"
            Cooper S Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-S-Countryman_MINICoun1fe3_3v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman-auto_MINICoun1fe2v.jpg', 'path': 'full/f217982a7fb65221bdfaf5f116f38d5c2b588db9.jpg', 'checksum': '5152234c48dc4c3cc91f411867aff485'}]",2016/08/07,"
            Cooper Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman-auto_MINICoun1fe2v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman-auto_MINICoun1fe2_2v.jpg', 'path': 'full/bbb38d5b4742697db158613660f1ddd7cfea440f.jpg', 'checksum': '8e364cdbc053a45eb3e3bfb995ae2e1f'}]",2016/08/07,"
            Cooper Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman-auto_MINICoun1fe2_2v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman-auto_MINICoun1fe2_3v.jpg', 'path': 'full/f891dcbd55c368d65d68e559e1594b8baba08edf.jpg', 'checksum': '703ebec25744aa71be4b7cdf33a7dec7'}]",2016/08/07,"
            Cooper Countryman auto    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman-auto_MINICoun1fe2_3v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman_MINICoun1fe1v.jpg', 'path': 'full/cddb42b2fcdf65ea91ba5d48f0f6a9335f3cb4b2.jpg', 'checksum': '5152234c48dc4c3cc91f411867aff485'}]",2016/08/07,"
            Cooper Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman_MINICoun1fe1v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman_MINICoun1fe1_2v.jpg', 'path': 'full/798c38cc98b1e4661e48b303cf0581ae977a949d.jpg', 'checksum': '8e364cdbc053a45eb3e3bfb995ae2e1f'}]",2016/08/07,"
            Cooper Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman_MINICoun1fe1_2v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman_MINICoun1fe1_3v.jpg', 'path': 'full/6a126a66adf948e976177d52c35de58a1a8130e3.jpg', 'checksum': '703ebec25744aa71be4b7cdf33a7dec7'}]",2016/08/07,"
            Cooper Countryman    ",http://www.cars.co.za/carimages_gen/MINI-Countryman/MINI-Countryman-Cooper-Countryman_MINICoun1fe1_3v.jpg,MINI,Countryman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman-auto_MINIPace1feb4v.jpg', 'path': 'full/ec16b02580c3f907933f85d6cb09e8f0abed1681.jpg', 'checksum': '7eba8fe0a41f7a69d0846ffeffe1a744'}]",2016/08/07,"
            John Cooper Works ALL4 Paceman auto    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman-auto_MINIPace1feb4v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman-auto_MINIPace1feb4_2v.jpg', 'path': 'full/c16a634a2cfbf23d07d99174d99039381143bfae.jpg', 'checksum': 'a868da90d07a88f4b0f5dfb355cf2ed3'}]",2016/08/07,"
            John Cooper Works ALL4 Paceman auto    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman-auto_MINIPace1feb4_2v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman-auto_MINIPace1feb4_3v.jpg', 'path': 'full/014640012ab3de0b4f6688a667ac595f79fb2509.jpg', 'checksum': '0314cff52659697c237ca58e12f774c6'}]",2016/08/07,"
            John Cooper Works ALL4 Paceman auto    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman-auto_MINIPace1feb4_3v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman_MINIPace1feb3v.jpg', 'path': 'full/3b79ba4950a5893776cc8ac753100ecea555ad12.jpg', 'checksum': '7eba8fe0a41f7a69d0846ffeffe1a744'}]",2016/08/07,"
            John Cooper Works ALL4 Paceman    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman_MINIPace1feb3v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman_MINIPace1feb3_2v.jpg', 'path': 'full/1b00fbf75d51540db632db42ca1d91370f62e93e.jpg', 'checksum': 'a868da90d07a88f4b0f5dfb355cf2ed3'}]",2016/08/07,"
            John Cooper Works ALL4 Paceman    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman_MINIPace1feb3_2v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman_MINIPace1feb3_3v.jpg', 'path': 'full/0e6148880528771483b5b0e72d739d2fffebe1ac.jpg', 'checksum': '0314cff52659697c237ca58e12f774c6'}]",2016/08/07,"
            John Cooper Works ALL4 Paceman    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-John-Cooper-Works-ALL4-Paceman_MINIPace1feb3_3v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman-auto_MINIPace1feb2v.jpg', 'path': 'full/1c2561d2e7b306b0530ccb3184f873240b432eb2.jpg', 'checksum': 'a78f0a57a97bf3c8a853286581891e9f'}]",2016/08/07,"
            Cooper S Paceman auto    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman-auto_MINIPace1feb2v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman-auto_MINIPace1feb2_2v.jpg', 'path': 'full/562f25bd47e01168b50a27b2b1eb12cdf7818fbc.jpg', 'checksum': 'ed31c27b2b07fbb50a20e3234bb6c697'}]",2016/08/07,"
            Cooper S Paceman auto    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman-auto_MINIPace1feb2_2v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman-auto_MINIPace1feb2_3v.jpg', 'path': 'full/e25b2b04c4e070df32f4ec27181b43dccbc2c301.jpg', 'checksum': 'af53bdf4ed5afd7027f7023fd808d6c8'}]",2016/08/07,"
            Cooper S Paceman auto    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman-auto_MINIPace1feb2_3v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman_MINIPace1feb1v.jpg', 'path': 'full/4348e47205bcca28c38ea63fb9ee692aff9c3af3.jpg', 'checksum': 'a78f0a57a97bf3c8a853286581891e9f'}]",2016/08/07,"
            Cooper S Paceman    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman_MINIPace1feb1v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman_MINIPace1feb1_2v.jpg', 'path': 'full/11e121b09f06c95d50b8dd057876f688124f5c0c.jpg', 'checksum': 'ed31c27b2b07fbb50a20e3234bb6c697'}]",2016/08/07,"
            Cooper S Paceman    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman_MINIPace1feb1_2v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman_MINIPace1feb1_3v.jpg', 'path': 'full/2b4ec387295401db430c0e95b8b11daf4a9e3194.jpg', 'checksum': 'af53bdf4ed5afd7027f7023fd808d6c8'}]",2016/08/07,"
            Cooper S Paceman    ",http://www.cars.co.za/carimages_gen/MINI-Paceman/MINI-Paceman-Cooper-S-Paceman_MINIPace1feb1_3v.jpg,MINI,Paceman
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4-Roadster_LambAven1o1v.jpg', 'path': 'full/257e007cd3be20be5827790d3f8fa5bde4839115.jpg', 'checksum': '2d45fec4e6438f4fe3f8595849fd9026'}]",2016/08/07,"
            LP700-4 Roadster    ",http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4-Roadster_LambAven1o1v.jpg,Lamborghini,Aventador
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4-Roadster_LambAven1o1_2v.jpg', 'path': 'full/0e7ae42ef0841a0e7420fbe8a442159b80601d7a.jpg', 'checksum': '80a2aa9a66e34e067d97275637173fb9'}]",2016/08/07,"
            LP700-4 Roadster    ",http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4-Roadster_LambAven1o1_2v.jpg,Lamborghini,Aventador
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4-Roadster_LambAven1o1_3v.jpg', 'path': 'full/50bd79d2beffbc718ecf51340de0755df2f7f691.jpg', 'checksum': 'de70af64db9bc4ab151a11503f270e73'}]",2016/08/07,"
            LP700-4 Roadster    ",http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4-Roadster_LambAven1o1_3v.jpg,Lamborghini,Aventador
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4_LambAven1c2v.jpg', 'path': 'full/cf3ce29ac90fd2ee01d95f575368cd61f38c77cb.jpg', 'checksum': '1b786382477457219166458f5dba511c'}]",2016/08/07,"
            LP700-4    ",http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4_LambAven1c2v.jpg,Lamborghini,Aventador
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4_LambAven1c2_2v.jpg', 'path': 'full/873901a7da432d66f51f617c83ac83d40d6a65e0.jpg', 'checksum': '26c62c525c8dced031e513549c021cd6'}]",2016/08/07,"
            LP700-4    ",http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4_LambAven1c2_2v.jpg,Lamborghini,Aventador
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4_LambAven1c2_3v.jpg', 'path': 'full/69c026abca3bd55867085ac4003fccbeb9c1069f.jpg', 'checksum': '41a5fa57de72a973b8ba54323b47d86d'}]",2016/08/07,"
            LP700-4    ",http://www.cars.co.za/carimages_gen/Lamborghini-Aventador/Lamborghini-Aventador-LP700-4_LambAven1c2_3v.jpg,Lamborghini,Aventador
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Huracan/Lamborghini-Huracan-LP610-4_LambHura1c1v.jpg', 'path': 'full/d095f3fc4d3f6f94b25e57f9f524cabf201196ae.jpg', 'checksum': '3cb7984aed8aa5cba7c4f379c487ad30'}]",2016/08/07,"
            LP610-4    ",http://www.cars.co.za/carimages_gen/Lamborghini-Huracan/Lamborghini-Huracan-LP610-4_LambHura1c1v.jpg,Lamborghini,Huracan
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Huracan/Lamborghini-Huracan-LP610-4_LambHura1c1_2v.jpg', 'path': 'full/65c7f12d47ea528f7dd2dc81f3b5be40b61d6f8f.jpg', 'checksum': 'ecd75cd5ad7f7f099d7be8a80c36c4f5'}]",2016/08/07,"
            LP610-4    ",http://www.cars.co.za/carimages_gen/Lamborghini-Huracan/Lamborghini-Huracan-LP610-4_LambHura1c1_2v.jpg,Lamborghini,Huracan
"[{'url': 'http://www.cars.co.za/carimages_gen/Lamborghini-Huracan/Lamborghini-Huracan-LP610-4_LambHura1c1_3v.jpg', 'path': 'full/63e3e49e2e04f6dddbe90e2d6472e255480cae0f.jpg', 'checksum': 'fa8949a9f47a7e35694b1e3426a7b559'}]",2016/08/07,"
            LP610-4    ",http://www.cars.co.za/carimages_gen/Lamborghini-Huracan/Lamborghini-Huracan-LP610-4_LambHura1c1_3v.jpg,Lamborghini,Huracan
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux-safety_GWMStee1fd21v.jpg', 'path': 'full/af529dd5fc94a5af0d60757730ecd4c73514722a.jpg', 'checksum': 'bd0959dba3f1d953fb54850db5d7c080'}]",2016/08/07,"
            2.2L double cab Lux safety    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux-safety_GWMStee1fd21v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux-safety_GWMStee1fd21_2v.jpg', 'path': 'full/e5fc199fe5d2663798de424cf6c95775fdf20389.jpg', 'checksum': '7fe281a9e0a39e15266cd0ba8cf40f5d'}]",2016/08/07,"
            2.2L double cab Lux safety    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux-safety_GWMStee1fd21_2v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux-safety_GWMStee1fd21_3v.jpg', 'path': 'full/d7a9659d6d30d71f550b792d5256643ccff76750.jpg', 'checksum': 'b91b67feda221f419d5bccf62c5fd860'}]",2016/08/07,"
            2.2L double cab Lux safety    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux-safety_GWMStee1fd21_3v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux_GWMStee1fd15v.jpg', 'path': 'full/8cdc88bf34120a51b2a2e55ff19dc909308ef3c2.jpg', 'checksum': 'bd0959dba3f1d953fb54850db5d7c080'}]",2016/08/07,"
            2.2L double cab Lux    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux_GWMStee1fd15v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux_GWMStee1fd15_2v.jpg', 'path': 'full/ef2dd45c4df1a5b2d05f1f0efb516c56c189ae07.jpg', 'checksum': '7fe281a9e0a39e15266cd0ba8cf40f5d'}]",2016/08/07,"
            2.2L double cab Lux    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux_GWMStee1fd15_2v.jpg,GWM,Steed 5
"[{'url': 'http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux_GWMStee1fd15_3v.jpg', 'path': 'full/2d2d5b3eab722636524942877d558ade1a50a5c0.jpg', 'checksum': 'b91b67feda221f419d5bccf62c5fd860'}]",2016/08/07,"
            2.2L double cab Lux    ",http://www.cars.co.za/carimages_gen/GWM-Steed-5/GWM-Steed-5-2.2L-double-cab-Lux_GWMStee1fd15_3v.jpg,GWM,Steed 5
