files,curr_date,version,file_urls,make,model
"[{'url': 'http://www.cars.co.za/carimages_gen/Bentley-Continental/Bentley-Continental-GT-V8_BentCont3fc1_3v.jpg', 'path': 'full/7e2d52d19721574c11214a109cbd4ea97223e713.jpg', 'checksum': '9b11aeaaa405440ea2d924ca60e0d1ce'}]",2016/08/07,"
            GT V8    ",http://www.cars.co.za/carimages_gen/Bentley-Continental/Bentley-Continental-GT-V8_BentCont3fc1_3v.jpg,Bentley,Continental
"[{'url': 'http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-W12_BentFlyi1s1v.jpg', 'path': 'full/d48dc9da8a6dea7d8dff6ac4247e048b25a22bc5.jpg', 'checksum': '65625aa5044932a03fa9b55cd855692e'}]",2016/08/07,"
            W12    ",http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-W12_BentFlyi1s1v.jpg,Bentley,Flying Spur
"[{'url': 'http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-W12_BentFlyi1s1_2v.jpg', 'path': 'full/f360749155300a95709b6a04a60826089e243494.jpg', 'checksum': 'e22eadfe588c893d7a4d7acc14038496'}]",2016/08/07,"
            W12    ",http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-W12_BentFlyi1s1_2v.jpg,Bentley,Flying Spur
"[{'url': 'http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-W12_BentFlyi1s1_3v.jpg', 'path': 'full/9e9f49c9d4c80ff3e6369b202462f9cf208ec7cf.jpg', 'checksum': '45cb3857e91731af9b0ea36f0609daae'}]",2016/08/07,"
            W12    ",http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-W12_BentFlyi1s1_3v.jpg,Bentley,Flying Spur
"[{'url': 'http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-V8_BentFlyi3s2v.jpg', 'path': 'full/e2efd19faa26d86347e1f0ccb70c3eb71935d681.jpg', 'checksum': 'b07e6917b0d54a86c328055b9e2d9838'}]",2016/08/07,"
            V8    ",http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-V8_BentFlyi3s2v.jpg,Bentley,Flying Spur
"[{'url': 'http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-V8_BentFlyi3s2_2v.jpg', 'path': 'full/63142efbbf87eb592611c544a41355b9f8839beb.jpg', 'checksum': '56278a132826b05f5d336731c1cbdbd6'}]",2016/08/07,"
            V8    ",http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-V8_BentFlyi3s2_2v.jpg,Bentley,Flying Spur
"[{'url': 'http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-V8_BentFlyi3s2_3v.jpg', 'path': 'full/9b8468f65029c3c22c229bcbe4a9cb5df73dc611.jpg', 'checksum': 'cae0d80e6290e9428d9b9afc558fc6ae'}]",2016/08/07,"
            V8    ",http://www.cars.co.za/carimages_gen/Bentley-Flying-Spur/Bentley-Flying-Spur-V8_BentFlyi3s2_3v.jpg,Bentley,Flying Spur
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R-auto_VolkGolf7h29v.jpg', 'path': 'full/ef326916be5f198c8846eec949fb8b6d71e6ea29.jpg', 'checksum': '2b746ed3f4fe3121e1d6c4ce879bb7dc'}]",2016/08/07,"
            R auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R-auto_VolkGolf7h29v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R-auto_VolkGolf7h29_2v.jpg', 'path': 'full/aca9aefc20938870fa4b28545875b9f02255d026.jpg', 'checksum': 'e70e63bafb326721dffe4c8b77d2cdc7'}]",2016/08/07,"
            R auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R-auto_VolkGolf7h29_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R-auto_VolkGolf7h29_3v.jpg', 'path': 'full/0737031b6a6912fc75e0e461a06c7d25a6216f40.jpg', 'checksum': '7315d20bfe893232b68b164d7908773d'}]",2016/08/07,"
            R auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R-auto_VolkGolf7h29_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R_VolkGolf7h28v.jpg', 'path': 'full/904b337892600721a7a07040080731a81b5ef9fb.jpg', 'checksum': '2b746ed3f4fe3121e1d6c4ce879bb7dc'}]",2016/08/07,"
            R    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R_VolkGolf7h28v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R_VolkGolf7h28_2v.jpg', 'path': 'full/8d2b32c331b1d6029bef36df1f4a6204bc789ab4.jpg', 'checksum': 'e70e63bafb326721dffe4c8b77d2cdc7'}]",2016/08/07,"
            R    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R_VolkGolf7h28_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R_VolkGolf7h28_3v.jpg', 'path': 'full/83df88680b46d72fe104c39c6866fa33d9168c28.jpg', 'checksum': '7315d20bfe893232b68b164d7908773d'}]",2016/08/07,"
            R    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-R_VolkGolf7h28_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-cabriolet_VolkGolf6o9v.jpg', 'path': 'full/efaff2196dd9c93b3cde73394ddac005b0d8d3e1.jpg', 'checksum': 'c7667407103ee52404f46936007fcafc'}]",2016/08/07,"
            GTI cabriolet    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-cabriolet_VolkGolf6o9v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-cabriolet_VolkGolf6o9_2v.jpg', 'path': 'full/b6150eb15b836b230c877e8a9b6e9d15f1abcea6.jpg', 'checksum': '4388ee0c25cc86b1a937cbb14f059a8f'}]",2016/08/07,"
            GTI cabriolet    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-cabriolet_VolkGolf6o9_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-cabriolet_VolkGolf6o9_3v.jpg', 'path': 'full/f6c9bfe5769fe2aeb7641a7e6ad6e76fd00ecbb6.jpg', 'checksum': 'd7719db8effc3127e27de8c090fd925f'}]",2016/08/07,"
            GTI cabriolet    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-cabriolet_VolkGolf6o9_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-auto_VolkGolf7h9v.jpg', 'path': 'full/8c6aafcfe5fe39b125d28af50777e0fa413b7862.jpg', 'checksum': '3d102c37f425b86e2aac9f0b816d6518'}]",2016/08/07,"
            GTI auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-auto_VolkGolf7h9v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-auto_VolkGolf7h9_2v.jpg', 'path': 'full/f0b09b6c8fab654218e8c92b060b4b6e5638536e.jpg', 'checksum': '1a264794809c34aa27dd7a265bb1947d'}]",2016/08/07,"
            GTI auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-auto_VolkGolf7h9_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-auto_VolkGolf7h9_3v.jpg', 'path': 'full/0e5601ff3a246a1dfdbe8a5b9df3a123635a27c5.jpg', 'checksum': '982015b2cc0e5a6174e4a6c27fb7a0aa'}]",2016/08/07,"
            GTI auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI-auto_VolkGolf7h9_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI_VolkGolf7h8v.jpg', 'path': 'full/78c9f7e722fd58b291e4894dda7d0d5792fe2475.jpg', 'checksum': '3d102c37f425b86e2aac9f0b816d6518'}]",2016/08/07,"
            GTI    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI_VolkGolf7h8v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI_VolkGolf7h8_2v.jpg', 'path': 'full/e4e2d12a96b757c8f20e75c6538d689e21c89a75.jpg', 'checksum': '1a264794809c34aa27dd7a265bb1947d'}]",2016/08/07,"
            GTI    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI_VolkGolf7h8_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI_VolkGolf7h8_3v.jpg', 'path': 'full/0b59b834f69f3b6fa6c99eebd38f239945ad096f.jpg', 'checksum': '982015b2cc0e5a6174e4a6c27fb7a0aa'}]",2016/08/07,"
            GTI    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-GTI_VolkGolf7h8_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Highline-auto_VolkGolf6o8v.jpg', 'path': 'full/9328eb1d841e8b3659a660447e27afaf135d22d2.jpg', 'checksum': 'b2034bbf96c0d6c2c96e930f8cd4f63f'}]",2016/08/07,"
            cabriolet 1.4TSI Highline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Highline-auto_VolkGolf6o8v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Highline-auto_VolkGolf6o8_2v.jpg', 'path': 'full/e1ac360b8da9bf5d8bfd045fa34aaedeebe44c44.jpg', 'checksum': '1f734b40ca24053a26f8e90dfc4a8829'}]",2016/08/07,"
            cabriolet 1.4TSI Highline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Highline-auto_VolkGolf6o8_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Highline-auto_VolkGolf6o8_3v.jpg', 'path': 'full/1d9f39f3e13f22f6bf53829c18a3b2a0bae973ef.jpg', 'checksum': '4a04788b072faf74ac8adc0a576adbc8'}]",2016/08/07,"
            cabriolet 1.4TSI Highline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Highline-auto_VolkGolf6o8_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Highline_VolkGolf7h6v.jpg', 'path': 'full/736a421e5fb8b713230e27e9cca8fee211002fd1.jpg', 'checksum': '8eedf64e9e15b7d54c48154a98a8155f'}]",2016/08/07,"
            2.0TDI Highline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Highline_VolkGolf7h6v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Highline_VolkGolf7h6_2v.jpg', 'path': 'full/5e19e9809590a8ee896ec6b1ece498101b72080f.jpg', 'checksum': 'aaf4d2c2e8310d3d24e06639e41998d4'}]",2016/08/07,"
            2.0TDI Highline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Highline_VolkGolf7h6_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Highline_VolkGolf7h6_3v.jpg', 'path': 'full/61f7c0150a5ebd6024a7db69341ada65b0634092.jpg', 'checksum': '5946a7516f556dbc51b0005deb94a13d'}]",2016/08/07,"
            2.0TDI Highline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Highline_VolkGolf7h6_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline-auto_VolkGolf6o7v.jpg', 'path': 'full/d3823862e1bd31ad8d132df315918fc127294c98.jpg', 'checksum': 'b2034bbf96c0d6c2c96e930f8cd4f63f'}]",2016/08/07,"
            cabriolet 1.4TSI Comfortline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline-auto_VolkGolf6o7v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline-auto_VolkGolf6o7_2v.jpg', 'path': 'full/7ff4878ab07d6e9ab9adc81c3ea9d459faca7460.jpg', 'checksum': '1f734b40ca24053a26f8e90dfc4a8829'}]",2016/08/07,"
            cabriolet 1.4TSI Comfortline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline-auto_VolkGolf6o7_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline-auto_VolkGolf6o7_3v.jpg', 'path': 'full/a5fe143bc66ba35544132725c6de2c6bcb4cc49b.jpg', 'checksum': '4a04788b072faf74ac8adc0a576adbc8'}]",2016/08/07,"
            cabriolet 1.4TSI Comfortline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline-auto_VolkGolf6o7_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline_VolkGolf6o6v.jpg', 'path': 'full/c36b738846fa01a259562de8bac424268b0854b1.jpg', 'checksum': 'b2034bbf96c0d6c2c96e930f8cd4f63f'}]",2016/08/07,"
            cabriolet 1.4TSI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline_VolkGolf6o6v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline_VolkGolf6o6_2v.jpg', 'path': 'full/13ca9cf02d85706215e767a2ef37db7ac831c93a.jpg', 'checksum': '1f734b40ca24053a26f8e90dfc4a8829'}]",2016/08/07,"
            cabriolet 1.4TSI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline_VolkGolf6o6_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline_VolkGolf6o6_3v.jpg', 'path': 'full/2f256ebd9fee70313becc94f517eb6f634436515.jpg', 'checksum': '4a04788b072faf74ac8adc0a576adbc8'}]",2016/08/07,"
            cabriolet 1.4TSI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-cabriolet-1.4TSI-Comfortline_VolkGolf6o6_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Highline_VolkGolf7h22v.jpg', 'path': 'full/b23c7713236064c52e6b9633ac4722fea9b14a53.jpg', 'checksum': 'b4b8b5d10e6d49d46162376697b44a0a'}]",2016/08/07,"
            1.4TSI Highline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Highline_VolkGolf7h22v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Highline_VolkGolf7h22_2v.jpg', 'path': 'full/fe46eb65aa36227e0e4e393d76f68cab2c5e2632.jpg', 'checksum': '7aadc3b926f114d0a751784d999b367f'}]",2016/08/07,"
            1.4TSI Highline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Highline_VolkGolf7h22_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Highline_VolkGolf7h22_3v.jpg', 'path': 'full/08d706a8f67612e6507da13a3557453d7ebabc71.jpg', 'checksum': '60ee76276570f6d7e9fcd6b35e703442'}]",2016/08/07,"
            1.4TSI Highline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Highline_VolkGolf7h22_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Comfortline_VolkGolf7h7v.jpg', 'path': 'full/2e2e55ce5b0c5cc4abfaaaffead950348a8bbbdb.jpg', 'checksum': '968a94d45867dc3b4388e3b9f62a44d3'}]",2016/08/07,"
            2.0TDI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Comfortline_VolkGolf7h7v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Comfortline_VolkGolf7h7_2v.jpg', 'path': 'full/d991690fbf11aa4b7ccb6db042f0accadec180cc.jpg', 'checksum': '9979a2b6877a83a45b3b0296c7ae592c'}]",2016/08/07,"
            2.0TDI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Comfortline_VolkGolf7h7_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Comfortline_VolkGolf7h7_3v.jpg', 'path': 'full/3b98a5c0a6ef279cbb05d39940bf371d1aee96ba.jpg', 'checksum': '9b4fde5ac7ac8cded9802c81a9ae3349'}]",2016/08/07,"
            2.0TDI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-2.0TDI-Comfortline_VolkGolf7h7_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline-auto_VolkGolf7h21v.jpg', 'path': 'full/7ee3ce18526c61091242e445c6f47e4ed7193a9e.jpg', 'checksum': '93fa53704bc7e1114970465b232f431c'}]",2016/08/07,"
            1.4TSI Comfortline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline-auto_VolkGolf7h21v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline-auto_VolkGolf7h21_2v.jpg', 'path': 'full/4662c72e8ffd021ff83721fed0aaa2ba1886c720.jpg', 'checksum': '4c3b9279ba7a877423c10a11b3f44d65'}]",2016/08/07,"
            1.4TSI Comfortline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline-auto_VolkGolf7h21_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline-auto_VolkGolf7h21_3v.jpg', 'path': 'full/30020c41d7e8ba40e06b8214bfa68d92f9845fd5.jpg', 'checksum': 'b4e6dc6c0b9e13730ada0e2859f940ef'}]",2016/08/07,"
            1.4TSI Comfortline auto    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline-auto_VolkGolf7h21_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline_VolkGolf7h20v.jpg', 'path': 'full/309d66ce4131c88398903b778c9d09bb18130167.jpg', 'checksum': '93fa53704bc7e1114970465b232f431c'}]",2016/08/07,"
            1.4TSI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline_VolkGolf7h20v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline_VolkGolf7h20_2v.jpg', 'path': 'full/e062bd4bc7a19e0019e3686321d4da1d41429e06.jpg', 'checksum': '4c3b9279ba7a877423c10a11b3f44d65'}]",2016/08/07,"
            1.4TSI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline_VolkGolf7h20_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline_VolkGolf7h20_3v.jpg', 'path': 'full/bc6cfc2b325b6e81c575fecb4db0ae868d0f4134.jpg', 'checksum': 'b4e6dc6c0b9e13730ada0e2859f940ef'}]",2016/08/07,"
            1.4TSI Comfortline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Comfortline_VolkGolf7h20_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Trendline_VolkGolf7h19v.jpg', 'path': 'full/071c4b03367aaab79d46ecd96e0ab77f82e385dd.jpg', 'checksum': '93fa53704bc7e1114970465b232f431c'}]",2016/08/07,"
            1.4TSI Trendline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Trendline_VolkGolf7h19v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Trendline_VolkGolf7h19_2v.jpg', 'path': 'full/3b5a0546cb8e22934b0619989c0d4847b62155f7.jpg', 'checksum': '4c3b9279ba7a877423c10a11b3f44d65'}]",2016/08/07,"
            1.4TSI Trendline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Trendline_VolkGolf7h19_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Trendline_VolkGolf7h19_3v.jpg', 'path': 'full/7f7dd7980721b598379f694926c4f8577a20e411.jpg', 'checksum': 'b4e6dc6c0b9e13730ada0e2859f940ef'}]",2016/08/07,"
            1.4TSI Trendline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.4TSI-Trendline_VolkGolf7h19_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.2TSI-Trendline_VolkGolf7h18v.jpg', 'path': 'full/c463902aac216a3a490d7fb80893fff4490ef05f.jpg', 'checksum': '94bec498bf22ca1b559f891032206e75'}]",2016/08/07,"
            1.2TSI Trendline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.2TSI-Trendline_VolkGolf7h18v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.2TSI-Trendline_VolkGolf7h18_2v.jpg', 'path': 'full/ce947199f794839d6140f572c1a51a4a3e331846.jpg', 'checksum': 'cb0ab2e3d22c0252d65567933ac9a1ef'}]",2016/08/07,"
            1.2TSI Trendline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.2TSI-Trendline_VolkGolf7h18_2v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.2TSI-Trendline_VolkGolf7h18_3v.jpg', 'path': 'full/7ea0c10c0284db23f605787a8e161fda8095ed4b.jpg', 'checksum': '4e2b23b0c0ccedc3461df6f951c11742'}]",2016/08/07,"
            1.2TSI Trendline    ",http://www.cars.co.za/carimages_gen/Volkswagen-Golf/Volkswagen-Golf-1.2TSI-Trendline_VolkGolf7h18_3v.jpg,Volkswagen,Golf
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-R_VolkScir1fc8v.jpg', 'path': 'full/e6c1f2e1c8b9e682c268df0f798bc30b758d1084.jpg', 'checksum': '7d37ebe69ae881ef1b91a956e0ec0f70'}]",2016/08/07,"
            R    ",http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-R_VolkScir1fc8v.jpg,Volkswagen,Scirocco
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-R_VolkScir1fc8_2v.jpg', 'path': 'full/363e5abb57245bc9b95b674df1112802911462ee.jpg', 'checksum': '51a73a7c0f1089b1d5b2bb67f45d62f5'}]",2016/08/07,"
            R    ",http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-R_VolkScir1fc8_2v.jpg,Volkswagen,Scirocco
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-R_VolkScir1fc8_3v.jpg', 'path': 'full/ec1ba0793cf1ba9cfd04c58824ae91a581dadeda.jpg', 'checksum': '16c7602987e74a9802f9be93a9e4d5f6'}]",2016/08/07,"
            R    ",http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-R_VolkScir1fc8_3v.jpg,Volkswagen,Scirocco
"[{'url': 'http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-GTS_VolkScir1fc7v.jpg', 'path': 'full/be9f82364b7f5fce7766b9477c617b1c58ff4a80.jpg', 'checksum': '9808eb81e4413782cc90ad41e2f70b45'}]",2016/08/07,"
            GTS    ",http://www.cars.co.za/carimages_gen/Volkswagen-Scirocco/Volkswagen-Scirocco-GTS_VolkScir1fc7v.jpg,Volkswagen,Scirocco
